Subject,Business Scenario,Environment,Test Phase,Test Type,Test Case Description,Test Objective,Pre - Condition,Test Data,Description (design steps),Expected Result,Actual Result,Priority
"Functional,Testing\OOB\0101","Create,and,manage,users,and,set,levels,of,access,based,on,authority,levels,and,task,segregation",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,access,level,based,on,Job,Role:

Operation
Lending
Back,office
Front,Office","User,Created","Arrangement,No","Assign,access,rights,in,user,profile","System,allow,to,assign,role,base,rights",0,0
"Functional,Testing\OOB\0101","Create,and,manage,users,and,set,levels,of,access,based,on,authority,levels,and,task,segregation",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,access,level,based,on,Job,Role:

Operation
Lending
Back,office
Front,Office","User,Created","Arrangement,No","Select,desire,Role","System,allow,to,assign,role,base,rights",0,0
"Functional,Testing\OOB\0101","Create,and,manage,users,and,set,levels,of,access,based,on,authority,levels,and,task,segregation",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,access,level,based,on,Job,Role:

Operation
Lending
Back,office
Front,Office","User,Created","Arrangement,No","Validate,&,Authorized","System,allow,to,assign,role,base,rights",0,0
"Functional,Testing\OOB\0101","Create,and,manage,users,and,set,levels,of,access,based,on,authority,levels,and,task,segregation",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,access,level,for,single,company","User,Created","Arrangement,No","Navigate,System,user,management","System,should,allow,only,one,company",0,0
"Functional,Testing\OOB\0101","Create,and,manage,users,and,set,levels,of,access,based,on,authority,levels,and,task,segregation",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,access,level,for,single,company","User,Created","Arrangement,No","In,user,assign,access,menu,define,single,company","System,should,allow,only,one,company",0,0
"Functional,Testing\OOB\0101","Create,and,manage,users,and,set,levels,of,access,based,on,authority,levels,and,task,segregation",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,access,level,for,single,company","User,Created","Arrangement,No","Validate,&,Authorized","System,should,allow,only,one,company",0,0
"Functional,Testing\OOB\0101","Create,and,manage,users,and,set,levels,of,access,based,on,authority,levels,and,task,segregation",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,access,level,for,multiple,company","User,Created","Arrangement,No","Navigate,System,user,management","System,should,allow,multi,company,or,All",0,0
"Functional,Testing\OOB\0101","Create,and,manage,users,and,set,levels,of,access,based,on,authority,levels,and,task,segregation",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,access,level,for,multiple,company","User,Created","Arrangement,No","In,user,assign,access,menu,define,Multiple,company","System,should,allow,multi,company,or,All",0,0
"Functional,Testing\OOB\0101","Create,and,manage,users,and,set,levels,of,access,based,on,authority,levels,and,task,segregation",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,access,level,for,multiple,company","User,Created","Arrangement,No","Validate,&,Authorized","System,should,allow,multi,company,or,All",0,0
"Functional,Testing\OOB\0104","Keep,client,banking,information,on,record",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,system,accept,external,account,number,for,record","Account,no,T24
External,account,No,other,Bank","Arrangement,No","Navigate,DD,version,/,PAP,version","System,should,allow,to,input,external,account,no",0,0
"Functional,Testing\OOB\0104","Keep,client,banking,information,on,record",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,system,accept,external,account,number,for,record","Account,no,T24
External,account,No,other,Bank","Arrangement,No","Input,required,information","System,should,allow,to,input,external,account,no",0,0
"Functional,Testing\OOB\0104","Keep,client,banking,information,on,record",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,system,accept,external,account,number,for,record","Account,no,T24
External,account,No,other,Bank","Arrangement,No","Validate,&,Commit","System,should,allow,to,input,external,account,no",0,0
"Functional,Testing\OOB\0104","Keep,client,banking,information,on,record",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,system,accept,external,account,number,for,record","Account,no,T24
External,account,No,other,Bank","Arrangement,No","Validate,&,Commit","System,should,allow,to,input,external,account,no",0,0
"Functional,Testing\OOB\0104","Keep,client,banking,information,on,record",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Verify,system,accept,external,account,number,for,record","Account,no,T24
External,account,No,other,Bank","Arrangement,No","Validate,&,Commit","System,should,allow,to,input,external,account,no",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","System,should,allow,stop,payment,for,chq","Chq,series,already,in,system","Account,No,
Chq,No,","Use,stop,chq,Version","System,should,populated,Err/Override",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","System,should,allow,stop,payment,for,chq","Chq,series,already,in,system","Account,No,
Chq,No,","Input,required,fields","System,should,populated,Err/Override",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","System,should,allow,stop,payment,for,chq","Chq,series,already,in,system","Account,No,
Chq,No,","Validate,and,Commit","System,should,populated,Err/Override",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,input,of,Single,chq,","Chq,series,already,in,system,on,client,account","Account,No,
Chq,No,","Use,stop,chq,Version","System,should,allow,single,chq,stop,payment",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,input,of,Single,chq,","Chq,series,already,in,system,on,client,account","Account,No,
Chq,No,","Input,required,fields","System,should,allow,single,chq,stop,payment",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,input,of,Single,chq,","Chq,series,already,in,system,on,client,account","Account,No,
Chq,No,","Validate,and,Commit","System,should,allow,single,chq,stop,payment",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,Input,of,complete,series,of,Chq,","Chq,series,already,in,system,on,client,account","Account,No,
Chq,No,","Use,stop,chq,Version","System,should,allow,chq,series,stop,payment,ToFrom",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,Input,of,complete,series,of,Chq,","Chq,series,already,in,system,on,client,account","Account,No,
Chq,No,","Input,required,fields,To,and,From,chq,No,'s","System,should,allow,chq,series,stop,payment,ToFrom",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,Input,of,complete,series,of,Chq,","Chq,series,already,in,system,on,client,account","Account,No,
Chq,No,","Validate,and,Commit","System,should,allow,chq,series,stop,payment,ToFrom",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Revoke,stop,payment","Chq,already,marked,stop,on,system","Account,No,
Chq,No,","Use,stop,chq,Version","system,should,allow,revoke",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Revoke,stop,payment","Chq,already,marked,stop,on,system","Account,No,
Chq,No,","Input,required,fields,remove,stop,chq","system,should,allow,revoke",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Revoke,stop,payment","Chq,already,marked,stop,on,system","Account,No,
Chq,No,",Validate,"system,should,allow,revoke",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Revoke,few,chqs,from,series","Chq,already,marked,stop,on,system","Account,No,
Chq,No,","Use,stop,chq,Version","system,should,allow,to,release,few,chqs,either,cancel,stop,payment,and,renter,indiual,chqs",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Revoke,few,chqs,from,series","Chq,already,marked,stop,on,system","Account,No,
Chq,No,","Input,required,fields,remove,specific,stop,chq","system,should,allow,to,release,few,chqs,either,cancel,stop,payment,and,renter,indiual,chqs",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Revoke,few,chqs,from,series","Chq,already,marked,stop,on,system","Account,No,
Chq,No,",Validate,"system,should,allow,to,release,few,chqs,either,cancel,stop,payment,and,renter,indiual,chqs",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,already,paid,chq","Chq,already,paid,in,system","Account,No,
Chq,No,","Use,stop,chq,Version","System,should,populated,Err/Override,chq,already,paid",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,already,paid,chq","Chq,already,paid,in,system","Account,No,
Chq,No,","Input,required,fields","System,should,populated,Err/Override,chq,already,paid",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,already,paid,chq","Chq,already,paid,in,system","Account,No,
Chq,No,",Validate,"System,should,populated,Err/Override,chq,already,paid",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,Duplicate,number,Input","Chq,already,in,Stop,chq,","Account,No,
Chq,No,","Use,stop,chq,Version","System,should,populated,Err/Override,chq,already,stopped",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,Duplicate,number,Input","Chq,already,in,Stop,chq,","Account,No,
Chq,No,","Input,required,fields","System,should,populated,Err/Override,chq,already,stopped",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,Duplicate,number,Input","Chq,already,in,Stop,chq,","Account,No,
Chq,No,",Validate,"System,should,populated,Err/Override,chq,already,stopped",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Stop,release,on,some,particular,date","Chq,already,in,Stop,chq,With,date","Account,No,
Chq,No,","After,COB,of,realse,date,chq,,No,available,as,normal,chq,","System,should,release,after,the,date",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation",TRF,"Chq,already,in,Stop,chq,","Account,No,
Chq,No,","Input,FT,with,stop,chq,no,","Chq,is,in,stop,payment,register",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","CLG,file","Chq,already,in,Stop,chq,","Account,No,
Chq,No,","Upload,CLG,file","Chq,is,in,stop,payment,register",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Stop,chq,on,particular,amount,,>,","Account,No
Amount","Account,No,
Amount","Use,stop,chq,Version","System,should,allow,stop,chqs,on,particular,amount",0,0
"Functional,Testing\OOB\0127","Process,stop,payments,check",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Stop,chq,on,particular,amount,,>,","Account,No
Amount","Account,No,
Amount","Input,required,fields","System,should,allow,stop,chqs,on,particular,amount",0,0
